"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.before1","Input.before2","Input.before3","Input.before4","Answer.command","Answer.doNotRedirect","Approve","Reject"
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3ZAK8W07I5O8CL8Q17QGMU4BD470UF","A110KENBXU7SUJ","Submitted","Tue Jan 02 12:18:02 PST 2018","Tue Jan 02 12:18:59 PST 2018","Fri Jan 05 12:18:59 PST 2018","","","","57","100% (110/110)","100% (12/12)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","go through either the red or blue room to reach the green room",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","39PAAFCODNA959UH4ZOV2R8ZOMCVTA","A149ROBL26JWPJ","Submitted","Tue Jan 02 12:18:09 PST 2018","Tue Jan 02 12:27:30 PST 2018","Fri Jan 05 12:27:30 PST 2018","","","","561","100% (63/63)","100% (10/10)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Go into the green room while totally avoiding the yellow room.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3W92K5RLWVR7K7JR336XZB2L8JR5VU","A1DABMXVWWL0TR","Submitted","Tue Jan 02 12:17:51 PST 2018","Tue Jan 02 12:18:36 PST 2018","Fri Jan 05 12:18:36 PST 2018","","","","45","100% (3/3)","100% (3/3)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Leave the green room through the blue or red rooms.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3JZQSN0I3RKG47MLKKKKLMQOAYHGFZ","A1EQ2HDHF2WWSY","Submitted","Tue Jan 02 12:18:01 PST 2018","Tue Jan 02 12:19:40 PST 2018","Fri Jan 05 12:19:40 PST 2018","","","","99","100% (225/225)","100% (15/15)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Go from the pink room into the green room but don't cross the yellow room",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3FK0YFF9P0QOI1Y69UOA39WKL7SVVQ","A1NUKP1UCT2R2R","Submitted","Tue Jan 02 12:18:18 PST 2018","Tue Jan 02 12:18:46 PST 2018","Fri Jan 05 12:18:46 PST 2018","","","","28","100% (3/3)","100% (3/3)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Go to the green room but do not go to yellow.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3M0NZ3JDP28OTRO140V0KHFHWUX5ZU","A1Z6F6EIUJFC6T","Submitted","Tue Jan 02 12:17:57 PST 2018","Tue Jan 02 12:25:17 PST 2018","Fri Jan 05 12:25:17 PST 2018","","","","440","0% (0/0)","0% (0/0)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","correct way is should mentioned with Green color only.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3F0BG9B9MQX3B5SFW78E4UKBH6NY7A","A20ALQT1HIVSAH","Submitted","Tue Jan 02 12:18:15 PST 2018","Tue Jan 02 12:19:13 PST 2018","Fri Jan 05 12:19:13 PST 2018","","","","58","100% (35/35)","100% (6/6)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Go to the green room while avoiding the yellow rooms.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","31IBVUNM9T9ZM4CG9FJ6LNTYXD4VF2","A2653BIPJKEMRK","Submitted","Tue Jan 02 12:17:51 PST 2018","Tue Jan 02 12:36:11 PST 2018","Fri Jan 05 12:36:11 PST 2018","","","","1100","100% (32/32)","100% (2/2)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Do not go to yellow room.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","3K5TEWLKGWLJWVE6ANPROK6QD5WVIT","A273DS7TQWR9M1","Submitted","Tue Jan 02 12:17:56 PST 2018","Tue Jan 02 12:23:31 PST 2018","Fri Jan 05 12:23:31 PST 2018","","","","335","100% (192/192)","100% (5/5)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Pass through the smaller room to get to the big room.",""
"3OKP4QVBP27IMW7JJ2TQI1JCOCMGAP","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 12:17:44 PST 2018","20","BatchId:3065584;OriginalHitTemplateId:920937336;","1800","259200","Tue Jan 09 12:17:44 PST 2018","","","388U7OUMF8BGWTG9XDVBHJHR6530RB","A2CFE6AZS73RNS","Submitted","Tue Jan 02 12:17:52 PST 2018","Tue Jan 02 12:21:20 PST 2018","Fri Jan 05 12:21:20 PST 2018","","","","208","100% (206/206)","100% (8/8)","0% (0/0)","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQbDH1T74em9BKD4YYl-E_7RGJg8QFTfSN8pkICvQydV79pzhoCX9ZuCb8s_VV88HBIub5RrN9ROxN_/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQmcX7eTh3rYU-rE7H69oFmbcUtUUpx1WWcuNb5a41hzuFlFEgSV7g9ybrvJofyg9VMv0H3benvBozT/pub?w=1440&h=1080","Go to the green room but do not enter the yellow room.",""
