HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.before1,Input.before2,Input.before3,Input.before4,Answer.command,Answer.doNotRedirect,Approve,Reject
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,31QNSG6A5S3OWZ1XJ3AK5HW9MLK78R,A20ALQT1HIVSAH,Approved,Thu Dec 21 06:28:33 PST 2017,Thu Dec 21 06:29:45 PST 2017,Sun Dec 24 06:29:45 PST 2017,Thu Dec 21 07:32:21 PST 2017,,,72,100% (33/33),100% (4/4),100% (4/4),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,move through the green rooms to get to the blue room,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,39N5ACM9HFXDGAO7KHAF5ZI56L89PP,A1EQ2HDHF2WWSY,Approved,Thu Dec 21 06:28:12 PST 2017,Thu Dec 21 06:28:50 PST 2017,Sun Dec 24 06:28:50 PST 2017,Thu Dec 21 07:32:21 PST 2017,,,38,100% (222/222),100% (12/12),100% (8/8),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Go from the pink room to the blue room by going through the green room.,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,39ZSFO5CA96FER9CNF0M4ZJ7A7BUJ0,A2B8HPIZDKYKDR,Approved,Thu Dec 21 06:28:22 PST 2017,Thu Dec 21 06:29:18 PST 2017,Sun Dec 24 06:29:18 PST 2017,Thu Dec 21 07:32:21 PST 2017,,,56,100% (68/68),100% (3/3),100% (3/3),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Go through the green room to the blue room,true,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3G2UL9A02EO1SLI9QODML30IGQU765,A2EOOF9D135HQ1,Approved,Thu Dec 21 06:28:25 PST 2017,Thu Dec 21 06:29:45 PST 2017,Sun Dec 24 06:29:45 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,80,100% (47/47),100% (5/5),100% (5/5),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Pass through the small green room to get to the large blue room,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3I7DHKZYGOAIOAX13O1THPZZIJ2F51,A2CFE6AZS73RNS,Approved,Thu Dec 21 06:28:37 PST 2017,Thu Dec 21 06:31:07 PST 2017,Sun Dec 24 06:31:07 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,150,100% (203/203),100% (5/5),100% (5/5),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Move to the blue room by going through the green room first.,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3M68NM076IHBA42OZ2BSQKRIH2OR6O,A3F6SDO4GYBE4Y,Approved,Thu Dec 21 06:34:46 PST 2017,Thu Dec 21 06:35:57 PST 2017,Sun Dec 24 06:35:57 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,71,100% (96/96),100% (1/1),100% (1/1),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Go into the green room and then go into the yellow room.,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3OWEPKL08AM9Z6O1P5Z3NEM4BGJ7NF,AMA18W8F60Y2J,Approved,Thu Dec 21 06:29:26 PST 2017,Thu Dec 21 06:36:30 PST 2017,Sun Dec 24 06:36:30 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,424,100% (1/1),100% (1/1),100% (1/1),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,use the green path,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3Q5C1WP23NBRYV3TWPM8SNV5H9J51Q,A2UO3QJZNC2VOE,Approved,Thu Dec 21 06:29:55 PST 2017,Thu Dec 21 06:30:26 PST 2017,Sun Dec 24 06:30:26 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,31,100% (23/23),100% (1/1),100% (1/1),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,go through the green room,true|true,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3R9WASFE20QGVOHQAC896T6UJI9ZFR,ARVXIBUCA8WDZ,Approved,Thu Dec 21 06:28:37 PST 2017,Thu Dec 21 06:29:56 PST 2017,Sun Dec 24 06:29:56 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,79,100% (190/190),100% (10/10),100% (7/7),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Move through the green or yellow rooms and enter the blue room.,,,
307FVKVSYRPKREG1HYF5ZLKJWI8471,3DQQATL6OSO16P6GUHOJBQ3L5KG4I6,Identification of robot commands,Give a single command to a robot that would describe a task,"image, tag, picture, different, robot, language, command, research, robotics",$0.50,Thu Dec 21 06:28:04 PST 2017,20,BatchId:3058688;OriginalHitTemplateId:920937336;,1800,259200,Thu Dec 28 06:28:04 PST 2017,,,3RJSC4XJ114RR6IB06I8EICVCHD05I,A3JZS32RQUWGJM,Approved,Thu Dec 21 06:30:14 PST 2017,Thu Dec 21 06:32:56 PST 2017,Sun Dec 24 06:32:56 PST 2017,Thu Dec 21 07:32:22 PST 2017,,,162,100% (46/46),100% (3/3),100% (3/3),http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png,Move into the blue room through the green room,,,
